13/08/2014 17:01:39	1407967299	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:01:40	1407967300	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:05:02	1407967502	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:06:17	1407967577	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:06:28	1407967588	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:07:59	1407967679	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:08:34	1407967714	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:08:50	1407967730	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:10	1407967750	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:10	1407967750	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:11	1407967751	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:12	1407967752	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:12	1407967752	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:12	1407967752	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:51	1407967791	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:53	1407967793	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:53	1407967793	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:54	1407967794	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:54	1407967794	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:09:54	1407967794	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:29	1407967829	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:32	1407967832	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:32	1407967832	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:32	1407967832	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:32	1407967832	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:32	1407967832	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:32	1407967832	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:33	1407967833	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:33	1407967833	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:33	1407967833	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:10:51	1407967851	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:11:07	1407967867	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:11:27	1407967887	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:11:38	1407967898	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:12:05	1407967925	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:13:02	1407967982	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:19:51	1407968391	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:25:05	1407968705	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:25:38	1407968738	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:23	1407968783	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:44	1407968804	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:45	1407968805	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:45	1407968805	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:46	1407968806	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:46	1407968806	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:46	1407968806	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:26:46	1407968806	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:29:19	1407968959	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:31:18	1407969078	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:32:44	1407969164	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:33:27	1407969207	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:34:16	1407969256	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:35:37	1407969337	127.0.0.1	visitor		GET	cobro	
13/08/2014 17:36:02	1407969362	127.0.0.1	visitor		GET	cobro	
13/08/2014 19:48:08	1407977288	127.0.0.1	visitor		GET	cobro	
13/08/2014 19:52:06	1407977526	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:04:13	1407978253	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:04:32	1407978272	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:04:32	1407978272	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:05:50	1407978350	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:07:47	1407978467	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:08:10	1407978490	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:26:00	1407979560	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:27:15	1407979635	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:27:16	1407979636	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:27:16	1407979636	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:27:17	1407979637	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:31:29	1407979889	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:31:29	1407979889	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:31:30	1407979890	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:37:33	1407980253	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:37:45	1407980265	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:38:12	1407980292	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:45:13	1407980713	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:45:15	1407980715	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:45:48	1407980748	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:46:57	1407980817	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:46:57	1407980817	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:47:11	1407980831	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:47:12	1407980832	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:47:12	1407980832	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:47:12	1407980832	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:47:12	1407980832	127.0.0.1	visitor		GET	cobro	
13/08/2014 20:47:12	1407980832	127.0.0.1	visitor		GET	cobro	
